PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
275 000 TND,À vendre appartement S1 près de la plage,"Chatt Meriem, Sousse Ville","['74 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée']","A VENDRE – Appartement S1 Très Haut Standing près de la plage à Chatt Mariem

Superficie : 74 m²
Emplacement privilégié à quelques pas de la plage
4ème étage dans une résidence récente, calme et bien sécurisée

Composition :

Salon lumineux

Une chambre spacieuse

Cuisine moderne et équipée

Belle terrasse

Finition très haut standing

Prix total : 275.000 DT

Contact & Visite : 55 050 501 / 55 050 502
Agence Immobilière Ezza...",https://www.mubawab-media.com/ad/8/283/959F/h/gallery_81759384.avif
406 000 TND,Direct promoteur immeuble neuf avec piscine,"Bouhssina, Sousse Ville","['140 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Ascenseur', 'Piscine', 'Concierge', 'Façade extérieure', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée', 'Four']","Appartement S3 d'une superficie de 140 m², situé au 1er étage d’un immeuble neuf avec piscine. Le bien est proposé en vente directe promoteur. 
Il se compose d’un salon spacieux, de trois chambres à coucher dont une suite parentale, d’une cuisine équipée avec séchoir et d’une salle de bain avec douche. 
La résidence est sécurisée, équipée d’un ascenseur et dispose d’une piscine commune réservée aux résidents.",https://www.mubawab-media.com/ad/8/257/334F/h/gallery_81459867.avif
840 000 TND,Villa individuelle en vente,"Bouhssina, Sousse Ville","['539 m²', '6 Pièces', '5 Chambres', '2 Salles de bains']","['Jardin', 'Garage']","Villa située dans un quartier chic en deuxième position de l’avenue Abou Hamid Al Ghazeli.Elle est édifiée sur un terrain de 539 m², avec une surface bâtie de 340 m².Elle a deux grandes façades d’une orientation nord-est.Dès l’entrée, vous découvrez un jardin arboré de 300 m² en harmonie avec le style classique de la maison. L’espace extérieur est complété par un garage et un abri pour voiture.La villa comprend deux niveaux :Au rez-de-chaussée :...",https://www.mubawab-media.com/ad/8/227/933F/h/Brown%20Monochrome%20Simple%20Elegant%20Interior%20Design%20Promotion%20Instagram%20Post_81155342.avif
Prix à consulter,"Immeuble a vendre a Swiss 
Sousse","Sousse Ville, Sousse Ville","['336 m²', '3 Pièces', '2 Chambres', '4 Salles de bains']","['Jardin', 'Vue sur mer']","Opportunité d'investissement exceptionnelle à Sousse (Cité Swiss) : À vendre, un immeuble de coin idéalement situé sur deux artères principales très animées, à moins de 300 mètres de la plage. Édifié sur un terrain de 336 m², cet ensemble immobilier à fort rendement comprend trois boutiques au rez-de-chaussée (sans fonds de commerce), une maison arabe S3 avec cour, ainsi que cinq appartements spacieux (S2 et S3) répartis sur deux niveaux, tous do...",https://www.mubawab-media.com/ad/8/079/742F/h/Picture-6654295-1-watermark_79651380.avif
145 000 TND,À vendre – Appartement S3 inachevé à Sousse Ville,"Sousse Ville, Sousse Ville","['141 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Façade extérieure']","À vendre – Appartement S3 inachevé à Sousse Ville À vendre appartement S3 inachevé, situé au 2ᵉ étage, dans un quartier calme et en plein développement à Sousse Ville. Superficie : Environ 141 m² Composition : Partie jour : Salon spacieux avec accès à un balcon Salle d’eau pour invités Salle de bain Cuisine avec séchoir Partie nuit : Trois chambres à coucher, toutes avec accès au balcon Atouts : Appartement inachevé offrant la possibilité de : –...",https://www.mubawab-media.com/ad/8/246/952F/h/1_81355132.avif
851 000 TND,S4 en vente,"Bouhssina, Sousse Ville",['476 m²'],"['Jardin', 'Piscine']","Appartement S4 au rez-de-chaussée, direct promoteur, situé dans une résidence neuve avec piscine à Bouhssina.D’une superficie de 476 m², ce bien se trouve dans un quartier calme et recherché, à proximité de l’école française Philippe Séguin.Il offre un salon lumineux avec accès au jardin, une cuisine indépendante, une salle de bain pour les invités, un office et quatre suites parentales. Un abri pour deux voitures est disponible, avec accès à une...",https://www.mubawab-media.com/ad/8/259/010F/h/1_81477767.avif
280 000 TND,S2 Direct promoteur,"Bouhssina, Sousse Ville","['105 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée', 'Four']","Appartement direct promoteur situé près de la Cité La Caserne, dans un immeuble avec double ascenseur.Il comprend un salon, une cuisine équipé avec séchoir, deux chambres à coucher et une salle de bain avec baignoire.Emplacement idéal pour habitation ou investissement, proche de toutes commodités et des facultés (Médecine, UPSAT)...",https://www.mubawab-media.com/ad/8/258/251F/h/00_81469566.avif
1 125 000 TND,Villa individuelle en vente,"Bouhssina, Sousse Ville",['1167 m²'],"['Jardin', 'Garage', 'Entre-seul', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","Construisez la villa de vos rêves sur cette parcelle de terrain de 1 167 m², offrant un cadre idéal pour concrétiser votre projet et satisfaire tous vos caprices",https://www.mubawab-media.com/ad/8/259/637F/h/1_81483979.avif
520 000 TND,A vendre villa indépendante à Cité Erriadh,"Sousse Riadh, Sousse Ville","['326 m²', '1 Pièce', '4 Chambres', '3 Salles de bains']","['Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Porte blindée', 'Cuisine équipée']","À vendre à Cité Erriadh, une spacieuse villa S4 sur un terrain de 317 m², avec un rez-de-jardin indépendant S2. La maison comprend 4 chambres dont une suite parentale, 3 salles d'eau, un garage, un petit jardin agréable, ainsi qu’un système photovoltaïque installé et un chauffe-eau solaire pour plus d’efficacité énergétique. Située dans un quartier résidentiel calme et proche de toutes les commodités, cette villa est idéale pour une grande famill...",https://www.mubawab-media.com/ad/8/260/551F/h/1_81494882.avif
380 000 TND,Etage de villa S3 haut standing à Corniche Sousse,"Sousse Corniche, Sousse Ville","['135 m²', '4 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée']","Découvrez ce super étage de villa destiné à la vente.
situé dans un bel emplacement dans un quartier à forte croissance à la Corniche de Sousse Ville.

Proche de toutes les commodités (Hôpital, Ecole, Supérette, Résidence, etc.), l'appartement se compose de :

- Une salle de séjour

- Une Cuisine moderne

- Trois chambres à coucher.

- terrasse

- Une salle de bain

- Des toilettes indépendantes.

Superficie totale 135 m²


Eq...",https://www.mubawab-media.com/ad/8/152/380F/h/thumb_61330_property_xlarge_80371527.avif
385 000 TND,A VENDRE Appartement S2 chatt mariem,"Sousse Ville, Sousse Ville","['101 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Climatisation', 'Chauffage central', 'Cuisine équipée']","A VENDRE – Appartement S2 à Chatt Mariem, près de la plage

Superficie : 101 m²
4ème étage avec ascenseur
Résidence calme et proche de toutes commodités et de la mer

Composition :

Salon lumineux

Deux chambres confortables

Cuisine indépendante

Terrasse

Salle de bain moderne

Un excellent choix pour habitation ou investissement à Chatt Mariem.

Contact & Visite : 55 050 501 / 55 050 502
Agence Immobilière Ezzayatine – Men...",https://www.mubawab-media.com/ad/8/236/782F/h/thumb_62984_property_big_81249508.avif
Prix à consulter,Appartement S2 à vendre à Sousse,"Sousse Ville, Sousse Ville","['91 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Climatisation', 'Chauffage central', 'Porte blindée', 'Cuisine équipée']","A vendre à Sousse un charmant S2 proche plage et universités, Investissement malin !

Énergie, Proximité et Rentabilité, un charmant S2 de 91 m² au 2ème étage, situé sur la route ceinture Sousse–Monastir, proche des universités et de la plage. 

Immeuble équipé d’un sondage pour l’eau et de panneaux solaires pour l’électricité dans les parties communes. 

Finitions haut de gamme : carrelage raffiné, luminaires design, matériaux nobles et cu...",https://www.mubawab-media.com/ad/8/227/662F/h/thumb_62680_property_big_81152143.avif
Prix à consulter,Appartement S2 à Vendre à Sousse,"Sousse Ville, Sousse Ville","['100 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Climatisation', 'Chauffage central', 'Cuisine équipée']","A vendre à Sousse un spacieux S2 modernes à 5 min de la mer !

Confort, économie et sérénité. Spacieux S2 de 100 m² au 2ème étage, situé sur la route ceinture Sousse–Monastir, à seulement 5 minutes de la mer et des facultés. 

Immeuble équipé d’un sondage pour l’eau et de panneaux solaires pour l’électricité dans les parties communes. 

Finitions luxueuses, carrelage raffiné, luminaires design, matériaux nobles et cuisine moderne. 

Ambia...",https://www.mubawab-media.com/ad/8/280/319F/h/gallery_81719451.avif
Prix à consulter,Appartement S2 à Vendre à Sousse,"Sousse Ville, Sousse Ville","['77 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Climatisation', 'Chauffage central']","A vendre à Sousse un S2 cosy avec fort potentiel locatif – Soleil & confort garantis !

Ce S2 de 77 m² au 3ème étage est situé sur la route ceinture Sousse–Monastir, à 5 minutes de la mer et des facultés. 

Immeuble équipé d’un sondage pour l’eau et de panneaux solaires pour l’électricité dans les parties communes. 

Finitions luxueuses : carrelage raffiné, luminaires design, matériaux nobles et cuisine moderne. 

Atmosphère conviviale et...",https://www.mubawab-media.com/ad/8/274/587F/h/066_81657009.avif
Prix à consulter,Appartement S1 à vendre à Sousse,"Sousse Ville, Sousse Ville","['75 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Ascenseur', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","A vendre à Sousse un S1 lumineux et abordable – Opportunité stratégique à saisir !

Modernité, économie et accessibilité, un S1 lumineux de 75 m² au 5ème étage, situé sur la route ceinture Sousse–Monastir, proche des universités et de la plage.

Immeuble équipé d’un sondage pour l’eau et de panneaux solaires pour l’électricité dans les parties communes. 

Finitions luxueuses : carrelage raffiné, luminaires design, matériaux nobles et cuisi...",https://www.mubawab-media.com/ad/8/138/428F/h/thumb_1084916_property_xlarge_80232982.avif
200 000 TND,Maison arabe à démolir à vendre sousse,"Sousse Ville, Sousse Ville","['135 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Salon européen', 'Sécurité', 'Cuisine équipée']","*Dahmen Immobilier vous propose à la vente une maison arabe à rénover, située au cœur de Sousse – Bled El Arbi. ( BEB EL KEBLI ) 

*Bien à démolir, idéal pour un nouveau projet immobilier.

*Emplacement stratégique, proche de toutes les commodités (commerces, transports, écoles…).

*Caractéristiques :
-Superficie totale : 135 m²
-Prix de vente : 200 000 DT




 *Pour plus d’informations ou pour organiser une visite :
216 22 105 711
...",
200 000 TND,Bureau à vendre à sousse ville,"Sousse Ville, Sousse Ville","['82 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']",['Terrasse'],"Pour des professionnels , Dahmen Immobilier met en vente un bureau A2 , occupe le 3éme étage d'un immeuble luxe à sousse ville, sécurisé à proximité de toutes commodités nécessaires ( transport , banques , bureau de postes , …. ) . * Étage : 3eme* Superficie : 82 m² * Prix de vente Total : 200.000 dinars TTC * se compose de:(02) deux pièces, salle d’eau, chauffage central Vous pouvez nous contacter sur les numéros suivants : 00216 20480165 // 002...",
580 000 TND,Appartement s2 luxe à vendre à sousse,"Sousse Ville, Sousse Ville","['167 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']",['Jardin'],"À Vendre – Bel Appartement S2 avec Vue Mer & Parking Sous-sol Emplacement : sousse au  1ᵉ étage d’une résidence calme et sécurisée 

Prix : 580 000 DT 
Place de parking : incluse au sous-sol 
Description : 
 lumineux et bien agencé, offrant une magnifique vue sur la mer.  il combine confort, praticité et cadre de vie agréable. 
Composition : 
Spacieux salon avec vue dégagée 
2 chambres confortables 
Cuisine moderne et fonctionnelle 
Sal...",
70 000 TND,S2 en vente,"Bouhssina, Sousse Ville","['77 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Climatisation', 'Chauffage central']","Appartement à la Cité Olympique Bouhssina, situé dans les immeubles de SPROLS, doté d’un titre individuel et proche de toutes commodités (bureau de poste, transports, etc.).Situé au 3 ème étage, il se compose d’un salon lumineux grâce à son balcon, d’une cuisine, d’une salle de bain et de deux chambres",
98 000 TND,A vendre un S1 60m² à Sousse,"Sousse Ville, Sousse Ville","['60 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']",[],"A vendre un S1 (60m²)
en rez- de jardin à Diar El Ons,
près de Clinique Assalem, Rond-point Panorama en plein centre de Sousse.
(Titre Bleu Global)",
250 000 TND,Maison Indépendante S1 à vendre,"Sousse Ville, Sousse Ville","['100 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']",[],"Maison indépendante à vendre à Ksibet Sousse.

Superficie du terrain : 352 m²
Surface bâtie : 100 m²
Prix : 250 000 DT

La maison se compose d’un salon, d’une chambre à coucher, d’une cuisine et d’une salle d’eau.

Maison indépendante, située dans un quartier calme et proche de toutes les commodités.
Grand terrain offrant la possibilité d’extension ou d’aménagement extérieur.

Pour plus d’informations ou pour une visite gratuite , merc...",
170 000 TND,À VENDRE — Maison à rénover à Damlier en plein cœu,"Sousse Ville, Sousse Ville","['80 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Sécurité']","À VENDRE l’agence IGH immobilière — Maison à rénover à Damlier, en plein cœur de Sousse Ville

Opportunité rare !
Une maison à rénover, située au centre de Sousse Ville dans le quartier recherché de Damlier, est disponible à la vente.

 Caractéristiques de la maison

 
 Localisation : Sousse Ville – Damlier
 
 
 Superficie : 80 m²
 
 
 Maison à rénover entièrement ou partiellement selon votre projet
 
 
  Située en plein centre-v...",
315 000 TND,À vendre: S2 RDC avec grande terrasse – Sousse,"Sousse Ville, Sousse Ville","['90 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Garage', 'Ascenseur', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","Découvrez ce bel appartement S2, situé au rez-de-chaussée d’une résidence calme et sécurisée à Sousse ville, à proximité de toutes les commodités.

Superficie habitable : 90 m²
Terrasse privative : 92 m² – idéale pour vos moments de détente ou pour recevoir en plein air
Place de parking au sous-sol incluse

Composition :
– Salon spacieux et lumineux
– Deux chambres à coucher avec rangements
– Cuisine indépendante et fonctionnelle
– Deux...",
336 000 TND,Villa individuelle en vente,"Bouhssina, Sousse Ville",['263 m²'],"['Jardin', 'Garage', 'Entre-seul']","Cette maison est située à la Cité Taamir, à proximité de toutes les commodités.Elle représente une opportunité idéale, que ce soit pour un investissement (grâce à sa répartition en deux biens de type S2) ou pour une habitation personnelle.Elle nécessite toutefois des travaux de rénovation",https://www.mubawab-media.com/ad/8/238/708F/h/1_81269307.avif
255 000 TND,S2 à vendre Cité Erriadh Sousse,"Sousse Riadh, Sousse Ville","['110 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Climatisation', 'Chauffage central', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four']","À vendre un bel appartement S2 d’une superficie de 110 m², situé au 4ᵉ étage d’une résidence calme et bien entretenue à Cité Erriadh, Sousse.

Il se compose d’un salon lumineux, d’une cuisine indépendante, de deux chambres à coucher et d’une salle de bain.
L’appartement dispose également d’une place de parking au sous-sol, assurant confort et praticité au quotidien.

Proche de toutes les commodités (écoles, commerces et transports), ce bien...",https://www.mubawab-media.com/ad/8/244/597F/h/thumb_1196393_property_large_81330714.avif
520 000 TND,Villa à vendre à Bouhsina – Sousse,"Bouhssina, Sousse Ville","['433 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Jardin', 'Ascenseur', 'Vue sur mer', 'Piscine', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","Villa à vendre à Bouhsina – Sousse
Belle villa sur deux niveaux située dans un quartier calme et recherché à Bouhsina, proche de la route principale, des commerces et des facultés, avec un accès rapide vers la route de ceinture.

Terrain : 433 m²
Surface couverte : 380 m²
Type : Villa jumelée (côté droit)

Composition :
Deux étages séparés, chacun composé de S3
Studio S1 indépendant
Étage inachevé (possibilité d’aménagement selon vos be...",https://www.mubawab-media.com/ad/8/227/376F/h/1_81148419.avif
370 000 TND,A vendre duplex S3 direct promoteur,"Bouhssina, Sousse Ville","['143 m²', '1 Pièce', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Ascenseur', 'Concierge', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Double vitrage', 'Cuisine équipée', 'Four']","À vendre un duplex S3 au 7ᵉ étage, situé à Cité Olympique dans une résidence neuve, sécurisée et bien située, proche de toutes les commodités. Ce bien offre un salon spacieux et lumineux, une cuisine moderne ouverte au salon, 3 chambres à coucher confortables, deux salles d’eau, ainsi qu’une terrasse avec vue dégagée. Chauffage central, climatisation, ascenseur et place de parking disponibles. Idéal pour habitation principale ou investissement",https://www.mubawab-media.com/ad/8/209/960F/h/thumb_57784_property_xlarge_80963443.avif
500 000 TND,Appartement s1 haut standing vue sur mer,"Sousse Ville, Sousse Ville","['84 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four']","Dahmen Immobilier met en vente  , un appartement vue sur mer occupe le 1ére étage d'une résidence sécurisée , à proximité de toutes commodités nécessaires ( banques , zone touristique , super Market , transport , café restaurants ... ) à sousse ville . L'appartement est de :
 * Typologie : S1 
* Détails : Il est composé 
un salon 
 une suite
Un salle d'eau  
une cuisine bien aménagée 

 * Equipements : 
- Chauffage centrale 
- Climatise...",https://www.mubawab-media.com/ad/8/228/435F/h/White%20Grey%20Simple%20Photo%20Sold%20Real%20Estate%20Facebook%20Post%20%283%29_81160326.avif
376 761 TND,A vendre S2 direct promoteur,"Bouhssina, Sousse Ville","['105 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Concierge', 'Climatisation', 'Chauffage central', 'Double vitrage', 'Cuisine équipée', 'Four']","Profitez de cette opportunité unique avec ce S2 situé au 3ᵉ étage d’une résidence moderne, sécurisée et bien située.

L’appartement se compose d’un salon lumineux avec balcon, d’une cuisine équipée, de deux chambres confortables, ainsi que d’une salle d’eau moderne",https://www.mubawab-media.com/ad/8/228/338F/h/1_81159211.avif
720 192 TND,Duplex S3 à Vendre,"Bouhssina, Sousse Ville","['218 m²', '1 Pièce', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver']","À vendre, un superbe duplex S3 haut standing, situé au 7ème et dernier étage d'une résidence récente avec ascenseur. Ce bien offre un espace de vie lumineux avec une cuisine américaine ouverte sur un grand salon, 3 chambres spacieuses dont une suite parentale, 2 salles de bain modernes, et une belle terrasse avec vue dégagée. Matériaux de qualité, finitions soignées, résidence sécurisée. Opportunité à saisir avec 1000 Immobilier",https://www.mubawab-media.com/ad/8/228/406F/h/Brown%20Monochrome%20Simple%20Elegant%20Interior%20Design%20Promotion%20Instagram%20Post%20%281%29_81160224.avif
210 000 TND,A vendre S1 Direct Promoteur,"Bouhssina, Sousse Ville","['55 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","Opportunité à saisir ! Situé au 7ᵉ étage d'une résidence moderne, ce S1 lumineux bénéficie d’un agencement fonctionnel et de finitions haut standing.

Il comprend un salon avec cuisine ouverte, une chambre confortable, une salle d’eau moderne, ainsi qu’un balcon",https://www.mubawab-media.com/ad/8/162/709F/h/thumb_61520_property_big_80487239.avif
200 000 TND,Bel appartement à vendre à Chatt Meriem,"Chatt Meriem, Sousse Ville","['80 m²', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Porte blindée']","Faites une belle affaire en achetant cet appartement.
Prix 200 000 TND.
2 chambres, 1 salle de bains, meublé , surface 80 m².
3ème étage.
Bon état.
Meublé.

Venez découvrir cet appartement à vendre à Chatt Meriem",https://www.mubawab-media.com/ad/8/240/378F/h/FB_IMG_1761221529595_81286481.avif
550 000 TND,Appartement s2 à vendre sousse,"Sousse Ville, Sousse Ville","['2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Cuisine équipée']","Dahmen Immobilier met en vente ou pour la location  , un bel appartement au 4éme étage d'une résidence luxe spacieux S2 on découvre 
deux  salons 
salle à manger avec balcon  
2 chambres à coucher avec salle de bain commune. 
une cuisine équipée par des rangement qui s'ouvre sur le salon 

* Équipements :
Climatiseurs
Dressings 
Terrasse
 avec place parking

 *prix : Prix 550mille dinars 

 * Nos contacts : 00216 20480165 00216 2210...",https://www.mubawab-media.com/ad/8/222/148F/h/Picture-86243219-20-watermark_81093090.avif
170 000 TND,A vendre appartement S2 a Sousse,"Sousse Ville, Sousse Ville","['70 m²', '5 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Garage', 'Entre-seul', 'Climatisation', 'Chauffage central', 'Sécurité', 'Porte blindée']","A vendre appartement s2 a citee olympique sousse
-titre individuel
-rue salle couverte
-1ere etage
-Orientation ideale ( Est )
-Parking spacieux a l'interieur
-Proche de toutes les commodités
-Immeuble calme de 3 etages seulement
-Chauffage centrale
-climatiseur
-balcon spacieux
-Gaz de ville
-70m de surface
-من المالك مباشرة دون وسيط
-Le prix est un peu negociable",https://www.mubawab-media.com/ad/8/017/677F/h/IMG_20250805_101655_635_81143999.avif
175 100 TND,"À Vendre – Appartement S3 à Souisse, Sousse","Sousse Ville, Sousse Ville","['100 m²', '4 Pièces', '3 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Piscine', 'Concierge', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","Situé dans le quartier calme et recherché de Souisse, cet appartement de 100 m² au rez-de-chaussée représente une opportunité idéale pour une résidence principale ou un investissement locatif.

Caractéristiques principales :

Appartement S3 avec trois chambres spacieuses et lumineuses

Cuisine indépendante, salle de bain, WC séparé

Petit balcon offrant un espace extérieur agréable

Parking privé devant la résidence

Emplacement strat...",https://www.mubawab-media.com/ad/7/957/626F/h/thumb_57966_property_xlarge_78441220.avif
590 000 TND,A vendre une villa inachevée à bouhsina,"Bouhssina, Sousse Ville","['349 m²', '5 Pièces', '4 Chambres', '2 Salles de bains']","['Terrasse', 'Garage']","Novacasa immobilière vous propose cette belle villa à Bouhsina Sousse
Superficie Sous-sol : 208 m² (un grand espace  pour un garage, une salle de loisirs ou même un studio indépendant )
Rez-de-chaussée (RDC) : 180 m² avec :
Un salon spacieux 
Une cuisine 
Une salle de bains 
Une salle d’eau pour plus de confort
3 chambres à coucher 
Points Forts :
Titre Bleu Individuel 
Façade de 13 mètres 
Travaux à prévoir : La villa est inachevée, v...",https://www.mubawab-media.com/ad/8/213/224F/h/salon_80996714.avif
395 000 TND,Vend appartement à Chatt Meriem. Superficie 80 m². Meublé,"Chatt Meriem, Sousse Ville","['80 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Chauffage central', 'Cuisine équipée']","Découvrez cet appartement à vendre. Prix 395 000 TND. 2 chambres, 1 salle de bains, 80 m². 1 Pièces. 1er étage. Moins d'un an. Type de sol: Carrelage. Meublé.

Venez découvrir cet appartement à vendre à Chatt Meriem. Profitez d'une vue magnifique sur la mer et du calme absolu avec fenêtres en double vitrage. Chauffage central. Résidence parfaitement équipée avec ascenseur et parking. Vous profiterez également d'une belle terrasse.

Programmez dès...",https://www.mubawab-media.com/ad/8/182/690F/h/fa%C3%A7ade%20im%20corniche_80689672.avif
580 000 TND,Immeuble R2 à vendre à Bouhsina,"Bouhssina, Sousse Ville","['120 m²', '7 Pièces', '7 Chambres', '7 Salles de bains']","['Terrasse', 'Ascenseur', 'Concierge', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","À vendre un immeuble R2 situé à Bouhsina, dans un quartier calme, proche de toutes commodités (écoles, commerces, transports…).

Superficie du terrain : 120m² et 450m² Couverte
Nombre d’étages : 3
Nombre d’appartements : 7
Possibilité de rentabilité locative intéressante
Construction solide
Titre foncier en règle
Emplacement stratégique, à quelques minutes du centre-ville de Sousse.

Idéal pour un investissement locatif ou un projet fam...",https://www.mubawab-media.com/ad/8/208/423F/h/thumb_1153554_property_xlarge_80947375.avif
Prix à consulter,Un duplex s2 jamais habité à vendre à sousse,"Sousse Ville, Sousse Ville","['143 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Concierge', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","En vente , un duplex de 143 m² à cité olympique direct promoteur au 7éme étage Il se compose de : Salon , Deux (02) chambres à couchers Une salle de bain Une cuisine moderne * Détails : - Chauffage centrale - Climatiseurs - Cuisine équipée - UNE PLACE DE PARKING SOUS-SOL : 19 000 dt - Superficie : 143 m² - Prix de vente : 376.000 dt",https://www.mubawab-media.com/ad/8/143/704F/h/Picture-84866143-1-watermark_80285534.avif
400 000 000 TND,"S2 rénové – en face Tej Marhaba, 2 min de la mer","Sousse Ville, Sousse Ville","['90 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Sécurité', 'Cuisine équipée']","À saisir, superbe appartement S2 avec titre bleu individuel, situé au 2ᵉ étage de la prestigieuse Résidence Bouzaabia, en plein centre-ville de Sousse. Emplacement exceptionnel : juste en face de l’hôtel Tej Marhaba et à seulement 2 minutes à pied de la plage.

Atouts :

Salon lumineux  2 chambres confortables

Chauffage central et climatisation dans toutes les pièces

Cuisine moderne équipée  rangements intégrés

Placards muraux pratiq...",https://www.mubawab-media.com/ad/7/890/414F/h/Picture-83246136-1-watermark_80233490.avif
Prix à consulter,Occasion à Saisir: Derniers Appartements à vendre,"Sousse Corniche, Sousse Ville","['80 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Vue sur mer', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","Ne ratez pas cette opportunité unique 
Un immeuble moderne mis en vente :  il ne reste que 3 appartements disponibles 
*Finitions modernes
* Quartier calme et bien situé
* Résidence sécurisée avec ascenseur
* Titre foncier disponible
N’attendez plus, contactez-nous
téléphone /whatsAPP
52 502 988 / 55 153 800",https://www.mubawab-media.com/ad/8/192/987F/h/thumb_1136042_property_large_80792793.avif
250 000 TND,A vendre S1 vue sur mer,"Sousse Corniche, Sousse Ville","['58 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Garage', 'Antenne parabolique', 'Climatisation', 'Double vitrage', 'Cuisine équipée']","A vendre S1 avec vue sur mer

À vendre un magnifique appartement S1, offrant une superbe vue panoramique et vue sur mer, dans une résidence sécurisée et haut standing à Sousse

Cet appartement de luxe est composé de: 
Salon lumineux avec un balcon 
Cuisine bien équipée moderne
Chambre à coucher
Salle de bain

Pour plus de détails ou organiser une visite, veuillez nous contacter
Téléphone & WhatsApp: 51 019 324 / 54 54 90 54
Email cont...",https://www.mubawab-media.com/ad/8/191/655F/h/thumb_61713_property_xlarge_80779020.avif
